District,Location,House_Size,Bedrooms,Bathrooms,Area_sqft,Budget_BDT,Source
Dhaka,"Jagannathpur, Badda",Large,6,6,1900,10000000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Large,3,3,2156,17000000,house_price_bd
Dhaka,"West Agargaon, Agargaon",Medium,3,3,1300,9750000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Medium,3,3,1360,10000000,house_price_bd
Dhaka,"Section 11, Mirpur",Medium,,,1250,23000000,house_price_bd
Dhaka,"Dakkhin Paikpara, Mirpur",Medium,3,3,1332,5594400,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Large,3,4,2200,20000000,house_price_bd
Dhaka,"Rajashon, Savar",Large,,,3262,4500000,house_price_bd
Dhaka,"Bash Bari Road, Mohammadpur",Small,2,2,850,5100000,house_price_bd
Dhaka,"Taltola, Agargaon",Medium,3,2,1295,6500000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Medium,3,2,1100,9500000,house_price_bd
Dhaka,"Sector 12, Uttara",Medium,3,2,1050,5500000,house_price_bd
Dhaka,"Rajarbag, Bashabo",Large,,,2880,18000000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1425,8537500,house_price_bd
Dhaka,"Bagan Bari, Cantonment",Medium,3,3,1410,7000000,house_price_bd
Dhaka,"Rupnagar R/A, Mirpur",Small,2,2,860,4500000,house_price_bd
Dhaka,"Manikdi, Cantonment",Medium,3,3,1254,5500000,house_price_bd
Dhaka,"Purana Paltan, Motijheel",Large,,,2859,35237500,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Medium,3,3,1195,8500000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,4,1800,7500000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Large,3,3,1860,12000000,house_price_bd
Dhaka,"Sector 18, Uttara",Medium,3,4,1654,8500000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Small,3,2,950,3500000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Large,4,5,2950,32000000,house_price_bd
Dhaka,"Sector 9, Uttara",Large,5,5,3700,44000000,house_price_bd
Dhaka,"Goltek, Cantonment",Medium,3,2,1070,3800000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Medium,3,3,1400,7000000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,4,4,1451,7500000,house_price_bd
Dhaka,"Section 12, Mirpur",Small,2,2,650,2700000,house_price_bd
Dhaka,"Katashur, Mohammadpur",Small,2,2,940,4800000,house_price_bd
Dhaka,"Sector 6, Uttara",Medium,3,3,1554,13500000,house_price_bd
Dhaka,"Malibag Bazar Rd, Malibagh",Small,,,368,11040000,house_price_bd
Dhaka,"Block E, Aftab Nagar",Medium,3,3,1300,8300000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Medium,3,2,1276,4000000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Large,4,5,3195,34100000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Medium,3,3,1400,12500000,house_price_bd
Dhaka,"Sector 10, Uttara",Medium,3,3,1320,9130000,house_price_bd
Dhaka,"East Azampur, Dakshin Khan",Medium,3,3,1320,5000000,house_price_bd
Dhaka,"Sector 10, Uttara",Medium,3,3,1517,11500000,house_price_bd
Dhaka,"North Goran, Khilgaon",Small,3,2,875,5700000,house_price_bd
Dhaka,"Ibrahimpur Bazar Road, Ibrahimpur",Medium,,,1650,10000000,house_price_bd
Dhaka,"Rupnagar R/A, Mirpur",Small,2,1,630,3500000,house_price_bd
Dhaka,"Rupnagar R/A, Mirpur",Small,2,2,800,5300000,house_price_bd
Dhaka,"Block L, Bashundhara R-A",Medium,3,3,1560,14000000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Large,3,4,1970,21000000,house_price_bd
Dhaka,"Sector 4, Uttara",Large,3,3,1802,16000000,house_price_bd
Dhaka,"East Nakhalpara, Tejgaon",Large,,,4320,80000000,house_price_bd
Dhaka,"Road No 5, Banani DOHS",Large,3,3,2500,65000000,house_price_bd
Dhaka,"Jigatola, Hazaribag",Medium,3,2,1000,7300000,house_price_bd
Dhaka,"Jigatola, Hazaribag",Medium,4,4,1720,14000000,house_price_bd
Dhaka,"West Rampura, Rampura",Medium,3,3,1245,7100000,house_price_bd
Dhaka,"Baigertek, Cantonment",Medium,3,3,1200,5000000,house_price_bd
Dhaka,"Block J, Banasree",Small,2,2,925,6800000,house_price_bd
Dhaka,"West Dhanmondi and Shangkar, Dhanmondi",Large,7,8,6357,29000000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Medium,3,3,1200,6000000,house_price_bd
Dhaka,"Free School Street, Kathalbagan",Medium,3,3,1553,16500000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Small,3,2,750,5200000,house_price_bd
Dhaka,"New Eskaton Road, Eskaton",Large,,,2945,100000000,house_price_bd
Dhaka,"Rupnagar R/A, Mirpur",Small,2,2,650,3200000,house_price_bd
Dhaka,"Baitul Aman Housing Society, Adabor",Medium,3,3,1595,11232000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,2,2,850,6000000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,2,2,850,4800000,house_price_bd
Dhaka,"Section 6, Mirpur",Medium,3,3,1425,8500000,house_price_bd
Dhaka,"Section 6, Mirpur",Small,2,1,700,3000000,house_price_bd
Dhaka,"Section 2, Mirpur",Medium,3,3,1480,10000000,house_price_bd
Dhaka,"Bochila, Mohammadpur",Small,3,3,990,4800000,house_price_bd
Dhaka,"Bochila, Mohammadpur",Small,2,1,600,3000000,house_price_bd
Dhaka,"2nd Colony, Mirpur",Medium,3,2,1050,4800000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Medium,3,3,1350,13000000,house_price_bd
Dhaka,"Section 15, Mirpur",Medium,2,2,1015,6500000,house_price_bd
Dhaka,"Faydabad, Dakshin Khan",Small,2,2,600,2600000,house_price_bd
Dhaka,"Doniya, Shyampur",Medium,2,2,1100,4500000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Medium,3,2,1045,11000000,house_price_bd
Dhaka,"Section 1, Mirpur",Medium,3,2,1100,6400000,house_price_bd
Dhaka,"Block E, Banasree",Large,4,4,2100,14000000,house_price_bd
Dhaka,"Rayer Bazaar, Hazaribag",Medium,3,3,1250,10800000,house_price_bd
Dhaka,"Sector 5, Uttara",Large,4,3,2375,22000000,house_price_bd
Dhaka,"South Banasree Project, Banasree",Medium,3,2,1100,7900000,house_price_bd
Dhaka,"Section 11, Mirpur",Small,3,2,820,6000000,house_price_bd
Dhaka,"Free School Street, Hatirpool",Medium,3,3,1125,9700000,house_price_bd
Dhaka,"Free School Street, Kathalbagan",Medium,2,3,1220,16300000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Large,4,4,2200,16500000,house_price_bd
Dhaka,"Section 1, Mirpur",Small,2,2,970,4800000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,3,1510,8200000,house_price_bd
Dhaka,"Rayer Bazaar, Hazaribag",Medium,3,3,1235,11800000,house_price_bd
Dhaka,"Sector 16, Uttara",Large,,,3600,40000000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1425,8637500,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Small,3,3,850,7000000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Medium,3,2,1100,5000000,house_price_bd
Dhaka,"Middle Paikpara, Mirpur",Medium,3,3,1100,4200000,house_price_bd
Dhaka,"Paikpara, Mirpur",Medium,3,3,1300,6500000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,2,1050,5800000,house_price_bd
Dhaka,"Kallyanpur, Mirpur",Medium,3,2,1070,4600000,house_price_bd
Dhaka,"Kutum Goli, Agargaon",Medium,3,3,1230,6400000,house_price_bd
Dhaka,"Purana Paltan, Motijheel",Large,,,3400,57800000,house_price_bd
Dhaka,"Block M, Bashundhara R-A",Large,,,2880,15000000,house_price_bd
Dhaka,"West Kazipara, Mirpur",Small,3,2,879,5274000,house_price_bd
Dhaka,"Malibag Bazar Rd, Malibagh",Large,4,4,1850,17500000,house_price_bd
Dhaka,"Block G, Bashundhara R-A",Large,3,4,1856,17500000,house_price_bd
Dhaka,"Paikpara, Mirpur",Medium,4,4,1650,9900000,house_price_bd
Dhaka,"East Kazipara, Mirpur",Small,2,2,625,2500000,house_price_bd
Dhaka,"Section 11, Mirpur",Medium,3,3,1250,5000000,house_price_bd
Dhaka,"Section 2, Mirpur",Small,2,2,650,3000000,house_price_bd
Dhaka,"Block D, Bashundhara R-A",Medium,3,3,1350,12000000,house_price_bd
Dhaka,"Section 11, Mirpur",Medium,3,3,1325,6500000,house_price_bd
Dhaka,"Block A, Bashundhara R-A",Large,3,3,1852,21500000,house_price_bd
Dhaka,"Boro Maghbazar, Maghbazar",Medium,3,3,1210,6000000,house_price_bd
Dhaka,"Sector 18, Uttara",Medium,3,4,1654,11000000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Medium,3,3,1275,12500000,house_price_bd
Dhaka,"Outer Circular Road, Shiddheswari",Large,,,2600,42900000,house_price_bd
Dhaka,"Shiddeswari Road, Shiddheswari",Large,4,4,1955,25237500,house_price_bd
Dhaka,"Block H, Banasree",Medium,3,3,1609,12800000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Medium,3,3,1410,13395000,house_price_bd
Dhaka,"North Azampur, Dakshin Khan",Small,2,2,922,5000000,house_price_bd
Dhaka,"Road No 18, Banani",Large,4,4,2450,43000000,house_price_bd
Dhaka,"Sector 13, Uttara",Large,4,5,2258,28000000,house_price_bd
Dhaka,"Block G, Bashundhara R-A",Medium,3,4,1500,12200000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,2,1050,5000000,house_price_bd
Dhaka,"Section 15, Mirpur",Large,3,3,1872,13500000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Small,3,2,935,6610000,house_price_bd
Dhaka,"Ashi Dag Road, Ibrahimpur",Small,2,2,750,3500000,house_price_bd
Dhaka,"Bazar Road, Dumni",Small,3,2,963,2503800,house_price_bd
Dhaka,"Bazar Road, Dumni",Small,2,2,951,2472600,house_price_bd
Dhaka,"Bazar Road, Dumni",Medium,3,3,1248,3244800,house_price_bd
Dhaka,"Bazar Road, Dumni",Medium,3,2,1046,2800000,house_price_bd
Dhaka,"Middle Paikpara, Mirpur",Medium,3,2,1000,3800000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Medium,3,2,1050,5500000,house_price_bd
Dhaka,"Section 1, Mirpur",Medium,3,3,1090,7085000,house_price_bd
Dhaka,"Sector 6, Uttara",Large,4,4,3218,27500000,house_price_bd
Dhaka,"Chikha Bazar, Ibrahimpur",Medium,4,4,1400,9500000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1400,7500000,house_price_bd
Dhaka,"Gulshan 1, Gulshan",Large,4,4,3200,58000000,house_price_bd
Dhaka,"Section 11, Mirpur",Medium,3,3,1150,7000000,house_price_bd
Dhaka,"Free School Street, Kathalbagan",Medium,3,3,1390,22500000,house_price_bd
Dhaka,"West Dhanmondi and Shangkar, Dhanmondi",Medium,3,3,1383,10800000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Medium,4,3,1650,11000000,house_price_bd
Dhaka,"Road No 7, Dhanmondi",Large,4,4,2785,44000000,house_price_bd
Dhaka,"Sector 10, Uttara",Medium,2,2,1070,9630000,house_price_bd
Dhaka,"Rajabazar, Tejgaon",Medium,3,3,1450,11000000,house_price_bd
Dhaka,"Block L, Bashundhara R-A",Large,3,4,2475,23500000,house_price_bd
Dhaka,"Section 1, Mirpur",Medium,3,2,1200,7500000,house_price_bd
Dhaka,"Block E, Bashundhara R-A",Large,4,5,2535,16000000,house_price_bd
Dhaka,"Uttar Badda, Badda",Medium,3,3,1325,8000000,house_price_bd
Dhaka,"South Keraniganj, Keraniganj",Medium,3,3,1650,8250000,house_price_bd
Dhaka,"South Keraniganj, Keraniganj",Medium,2,2,1130,5800000,house_price_bd
Dhaka,"Shukrabad, Dhanmondi",Medium,3,3,1150,9500000,house_price_bd
Dhaka,"Gopibag, Motijheel",Medium,3,3,1587,15900000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,3,1320,9300000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,2,1100,6500000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Large,3,3,2200,21000000,house_price_bd
Dhaka,"Middle Badda, Badda",Medium,3,3,1500,12000000,house_price_bd
Dhaka,"Sector 7, Uttara",Medium,3,3,1500,16000000,house_price_bd
Dhaka,"Bir Uttam Rafiqul Islam Avenue, Badda",Large,,,3226,30000000,house_price_bd
Dhaka,"Section 12, Mirpur",Small,2,2,612,2900000,house_price_bd
Dhaka,"Section 12, Mirpur",Small,2,2,650,4000000,house_price_bd
Dhaka,"Block F, Banasree",Medium,3,3,1220,9500000,house_price_bd
Dhaka,"Rayer Bazaar, Hazaribag",Medium,2,2,1020,5000000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Medium,3,3,1310,9825000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Medium,3,3,1310,12000000,house_price_bd
Dhaka,"Section 6, Mirpur",Small,2,2,650,2800000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Medium,3,3,1550,8600000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Small,2,2,930,5200000,house_price_bd
Dhaka,"Sector 7, Uttara",Large,4,4,2400,26000000,house_price_bd
Dhaka,"Darussalam, Mirpur",Medium,3,3,1260,5796000,house_price_bd
Dhaka,"aziz Moholla, Mohammadpur",Small,2,2,700,3500000,house_price_bd
Dhaka,"Ashkona, Dakshin Khan",Medium,3,2,1240,8060000,house_price_bd
Dhaka,"Ashkona, Dakshin Khan",Medium,3,2,1450,9425000,house_price_bd
Dhaka,,Medium,3,3,1254,8300000,house_price_bd
Dhaka,"West Dhanmondi and Shangkar, Dhanmondi",Medium,3,3,1425,9975000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1315,7375000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1330,6916000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1400,6000000,house_price_bd
Dhaka,"Block F, Bashundhara R-A",Medium,3,4,1796,14000000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1400,8140000,house_price_bd
Dhaka,"South Kafrul Road, Kafrul",Medium,3,3,1236,7000000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,3,1150,6000000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,2,1108,5500000,house_price_bd
Dhaka,"Section 1, Mirpur",Small,2,2,900,5000000,house_price_bd
Dhaka,"Block F, Bashundhara R-A",Medium,3,4,1695,13500000,house_price_bd
Dhaka,"North Ibrahimpur, Ibrahimpur",Large,,,6200,155000000,house_price_bd
Dhaka,"Road No 10A, Dhanmondi",Large,4,4,2600,49500000,house_price_bd
Dhaka,"Uttar Badda, Badda",Medium,3,3,1252,7000000,house_price_bd
Dhaka,"Block F, Aftab Nagar",Medium,3,3,1500,8250000,house_price_bd
Dhaka,"Uttar Badda, Badda",Medium,3,2,1100,6050000,house_price_bd
Dhaka,"Section 6, Mirpur",Medium,3,4,1611,15500000,house_price_bd
Dhaka,"Sat Masjid Housing, Mohammadpur",Medium,3,3,1200,6000000,house_price_bd
Dhaka,"Shahjadpur, Badda",Large,3,3,2050,19500000,house_price_bd
Dhaka,"Kamal Khan Road, Ibrahimpur",Small,2,2,800,4445000,house_price_bd
Dhaka,"Shahjadpur, Badda",Medium,3,3,1495,15750000,house_price_bd
Dhaka,"Shahjadpur, Badda",Medium,3,3,1475,15550000,house_price_bd
Dhaka,"Shahjadpur, Badda",Medium,3,3,1500,12800000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1450,8675000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1400,8400000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1180,6500000,house_price_bd
Dhaka,"Bank Colony, Savar",Small,2,2,780,2730000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Medium,3,2,1100,4950000,house_price_bd
Dhaka,"1st Colony, Mirpur",Medium,3,3,1096,6600000,house_price_bd
Dhaka,"Block A, Bashundhara R-A",Large,3,4,2415,25500000,house_price_bd
Dhaka,"West Kazipara, Mirpur",Small,2,2,810,3402000,house_price_bd
Dhaka,"Block H, Bashundhara R-A",Medium,3,3,1550,11500000,house_price_bd
Dhaka,"East Monipur, Mirpur",Medium,3,3,1050,3750000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Large,4,4,4200,50400000,house_price_bd
Dhaka,"South Monipur, Mirpur",Medium,3,3,1400,6300000,house_price_bd
Dhaka,"South Monipur, Mirpur",Medium,2,2,1000,4500000,house_price_bd
Dhaka,"Section 10, Mirpur",Medium,4,3,1518,10000000,house_price_bd
Dhaka,"Section 15, Mirpur",Medium,4,4,1250,12500000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Large,4,4,2230,16000000,house_price_bd
Dhaka,"Lichu Bagan Road, Joar Sahara",Medium,3,2,1200,6500000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,3,1050,4500000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,2,2,650,4225000,house_price_bd
Dhaka,"Middle Monipur, Mirpur",Medium,3,3,1200,5400000,house_price_bd
Dhaka,"Nadda Kacha Bazar Road, Nadda",Medium,3,3,1396,11500000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,3,1300,7800000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,3,1100,6600000,house_price_bd
Dhaka,"Section 2, Mirpur",Medium,3,3,1250,7000000,house_price_bd
Dhaka,"Kha Para, Khilkhet",Medium,3,3,1255,6902500,house_price_bd
Dhaka,"Kha Para, Khilkhet",Medium,3,3,1270,6985000,house_price_bd
Dhaka,"Block H, Bashundhara R-A",Large,4,4,2700,27000000,house_price_bd
Dhaka,"Kallyanpur, Mirpur",Large,4,4,2200,19000000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Medium,3,3,1150,9000000,house_price_bd
Dhaka,"Uttar Badda, Badda",Medium,3,3,1156,6800000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Medium,3,3,1270,6000000,house_price_bd
Dhaka,"Section 2, Mirpur",Small,2,2,900,5500000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,3,2,900,6000000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1200,7200000,house_price_bd
Dhaka,"South Banasree Project, Banasree",Medium,3,3,1200,8600000,house_price_bd
Dhaka,"Sector 7, Uttara",Large,3,3,1830,23000000,house_price_bd
Dhaka,"Manikdi, Cantonment",Medium,3,3,1300,7400000,house_price_bd
Dhaka,"Section 1, Mirpur",Medium,3,3,1634,9800000,house_price_bd
Dhaka,"North Azampur, Dakshin Khan",Large,3,4,1950,11000000,house_price_bd
Dhaka,"Tilpapara, Khilgaon",Medium,3,3,1294,10000000,house_price_bd
Dhaka,"1st Colony, Mirpur",Medium,3,3,1400,8000000,house_price_bd
Dhaka,"Section 1, Mirpur",Small,2,2,700,4000000,house_price_bd
Dhaka,"Boro Maghbazar, Maghbazar",Medium,3,3,1250,11675000,house_price_bd
Dhaka,"Kallyanpur, Mirpur",Medium,3,3,1250,7500000,house_price_bd
Dhaka,"Khilbari Tek, Badda",Medium,3,3,1550,10850000,house_price_bd
Dhaka,"Khilbari Tek, Badda",Medium,3,3,1450,10150000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,2,2,855,4275000,house_price_bd
Dhaka,"Outer Circular Road, Shiddheswari",Large,,,2154,32310000,house_price_bd
Dhaka,"Sector 1, Uttara",Medium,3,3,1513,13500000,house_price_bd
Dhaka,"Sector 11, Uttara",Large,3,4,2000,20000000,house_price_bd
Dhaka,"Outer Circular Road, Shiddheswari",Medium,3,3,1175,9987500,house_price_bd
Dhaka,"Amtola Masjid Goli Road, North Shahjahanpur",Medium,3,3,1100,9000000,house_price_bd
Dhaka,"Section 10, Mirpur",Medium,3,4,1637,12000000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1425,11500000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Medium,3,3,1500,12000000,house_price_bd
Dhaka,"Block I, Bashundhara R-A",Large,4,4,2225,23500000,house_price_bd
Dhaka,"Sector 1, Uttara",Large,3,4,2255,22000000,house_price_bd
Dhaka,"West Shewrapara, Mirpur",Medium,3,3,1400,6300000,house_price_bd
Dhaka,"Ali And Nur Real Estate, Mohammadpur",Medium,3,3,1090,6540000,house_price_bd
Dhaka,"2nd Colony, Mirpur",Medium,3,3,1463,5852000,house_price_bd
Dhaka,"Bochila, Mohammadpur",Medium,3,3,1650,7500000,house_price_bd
Dhaka,"Faydabad, Dakshin Khan",Medium,3,2,1125,4775000,house_price_bd
Dhaka,"Faydabad, Dakshin Khan",Medium,3,2,1150,4870000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Large,3,3,2060,18540000,house_price_bd
Dhaka,"Block D, Bashundhara R-A",Medium,3,3,1425,19950000,house_price_bd
Dhaka,"Amtola, Khilkhet",Medium,3,3,1280,7680000,house_price_bd
Dhaka,"Block A, Bashundhara R-A",Large,4,4,2650,21000000,house_price_bd
Dhaka,"Malibag College Road, Malibagh",Medium,3,3,1218,11000000,house_price_bd
Dhaka,"Malibagh Chowdhury Para, Malibagh",Medium,3,3,1475,15000000,house_price_bd
Dhaka,"Nayatola, Maghbazar",Medium,3,3,1500,7300000,house_price_bd
Dhaka,"Block B, Banasree",Medium,3,3,1275,10600000,house_price_bd
Dhaka,"Ahmed Nagar, Mirpur",Small,2,2,800,4000000,house_price_bd
Dhaka,"Sector 4, Uttara",Small,2,2,785,8250000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Medium,3,3,1800,16000000,house_price_bd
Dhaka,"Ring Road, Mohammadpur",Medium,3,3,1700,18500000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Medium,3,3,1125,9500000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Medium,3,2,1200,11500000,house_price_bd
Dhaka,"Shantinagar Bazar Rd, Shantinagar",Medium,2,2,1000,7500000,house_price_bd
Dhaka,"Shantinagar Bazar Rd, Shantinagar",Medium,3,2,1150,9000000,house_price_bd
Dhaka,"Mirpur DOHS, Mirpur",Large,3,4,2200,22000000,house_price_bd
Dhaka,"Nayatola, Maghbazar",Small,2,3,850,6500000,house_price_bd
Dhaka,"West Rampura, Rampura",Medium,3,3,1500,12000000,house_price_bd
Dhaka,"Madartek, Bashabo",Medium,3,3,1227,5800000,house_price_bd
Dhaka,"Ring Road, Shyamoli",Medium,3,3,1625,11000000,house_price_bd
Dhaka,"Nobodoy Housing Society, Mohammadpur",Small,2,2,900,6500000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,3,3,1465,8600000,house_price_bd
Dhaka,"Sector 15, Uttara",Medium,3,3,1600,12000000,house_price_bd
Dhaka,"Section 2, Mirpur",Medium,3,3,1180,6490000,house_price_bd
Dhaka,"Ranavola, Turag",Medium,3,3,1215,7500000,house_price_bd
Dhaka,"Elephant Road, Hatirpool",Medium,3,4,1350,12150000,house_price_bd
Dhaka,"East Monipur, Mirpur",Small,3,2,820,3700000,house_price_bd
Dhaka,"Section 10, Mirpur",Medium,3,2,1140,6100000,house_price_bd
Dhaka,"North Ibrahimpur, Ibrahimpur",Medium,3,3,1500,10800000,house_price_bd
Dhaka,"Block K, Bashundhara R-A",Large,4,4,2350,29000000,house_price_bd
Dhaka,"Primary school Road, Ibrahimpur",Large,3,3,1950,10725000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1200,6600000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,2,1185,7700000,house_price_bd
Dhaka,"Section 1, Mirpur",Medium,3,3,1250,7000000,house_price_bd
Dhaka,"Vashantek, Cantonment",Small,3,2,950,4400000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,3,1400,8200000,house_price_bd
Dhaka,"Sector 3, Uttara",Large,3,4,2009,19900000,house_price_bd
Dhaka,"Doctor Goli, Maghbazar",Medium,3,4,1575,16000000,house_price_bd
Dhaka,"Section 2, Mirpur",Small,3,2,975,5000000,house_price_bd
Dhaka,"Sobur khan Road, Dakshin Khan",Medium,3,3,1350,6500000,house_price_bd
Dhaka,"Kamal Khan Road, Ibrahimpur",Medium,3,2,1115,5800000,house_price_bd
Dhaka,"Ashulia, Savar",Large,,,3132,27000000,house_price_bd
Dhaka,"East Azampur, Dakshin Khan",Medium,2,2,1000,6000000,house_price_bd
Dhaka,"Pirerbag, Mirpur",Medium,3,3,1250,6500000,house_price_bd
Dhaka,"Indira Road, Tejgaon",Large,6,4,2829,42435000,house_price_bd
Dhaka,"Middle Badda, Badda",Medium,3,3,1650,16000000,house_price_bd
Dhaka,"Sector 18, Uttara",Medium,3,4,1654,9500000,house_price_bd
Dhaka,"Block J, Baridhara",Large,4,4,2200,22000000,house_price_bd
Dhaka,"West Nakhalpara, Tejgaon",Medium,3,3,1245,9000000,house_price_bd
Dhaka,"Middle Paikpara, Mirpur",Small,3,2,915,4000000,house_price_bd
Dhaka,"Block C, Bashundhara R-A",Small,1,1,250,3400000,house_price_bd
Dhaka,"Middle Paikpara, Mirpur",Medium,3,2,1000,5500000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Large,4,4,2150,18875000,house_price_bd
Dhaka,"Block J, Bashundhara R-A",Large,4,4,2150,18575000,house_price_bd
Dhaka,"Pallabi, Mirpur",Medium,2,2,1200,7000000,house_price_bd
Dhaka,"Iqbal Road, Mohammadpur",Medium,3,3,1206,14000000,house_price_bd
Dhaka,"Section 12, Mirpur",Small,2,2,650,3200000,house_price_bd
Dhaka,"West Monipur, Mirpur",Medium,3,2,1050,4725000,house_price_bd
Dhaka,"East Shewrapara, Mirpur",Small,2,2,950,4275000,house_price_bd
Dhaka,"Chandrima Model Town, Mohammadpur",Medium,4,4,1600,7500000,house_price_bd
Dhaka,"Mirpur Road, Mohammadpur",Large,3,3,1873,25500000,house_price_bd
Dhaka,"Road No 11A, Dhanmondi",Medium,3,3,1515,19900000,house_price_bd
Dhaka,"Section 6, Mirpur",Small,2,2,650,3500000,house_price_bd
Dhaka,"Section 15, Mirpur",Medium,2,2,1015,6000000,house_price_bd
Dhaka,"Block D, Bashundhara R-A",Large,4,4,1900,19000000,house_price_bd
Dhaka,"Ashkona, Dakshin Khan",Medium,3,2,1095,7500000,house_price_bd
Dhaka,"Ashkona, Dakshin Khan",Medium,3,2,1000,7000000,house_price_bd
Dhaka,"Chalabon, Dakshin Khan",Small,2,2,800,4000000,house_price_bd
Dhaka,"Manikdi, Cantonment",Medium,3,3,1616,7272000,house_price_bd
Dhaka,"Section 10, Mirpur",Medium,3,2,1140,6200000,house_price_bd
Dhaka,"Section 10, Mirpur",Medium,3,3,1465,8800000,house_price_bd
Dhaka,"Section 6, Mirpur",Small,2,2,650,2400000,house_price_bd
Dhaka,"Sector 13, Uttara",Large,3,5,2100,29000000,house_price_bd
Dhaka,"Section 10, Mirpur",Small,2,2,750,4200000,house_price_bd
Dhaka,"Faydabad, Dakshin Khan",Medium,4,3,1160,4408000,house_price_bd
Dhaka,"Shekhertek, Mohammadpur",Medium,3,3,1350,8800000,house_price_bd
Dhaka,"East Shewrapara, Mirpur",Medium,2,2,1000,3500000,house_price_bd
Dhaka,"Section 12, Mirpur",Medium,3,3,1770,9000000,house_price_bd
